Ensembl.Gene.ID	Requested ID	Matched ID(s)	Ensembl.Transcript.ID	Ensembl.Protein.ID	EntrezGene.ID	HGNC.symbol	Description	PSR.total	M7vM8_F61__alternative_model_kappa	M7vM8_F61__alternative_model_omega	M7vM8_F61__null_model_lnL	M7vM8_F61__alternative_model_lnL	M7vM8_F61__LRT_statistic	M7vM8_F61__LRT_P_value_full	M7vM8_F61__LRT_P_value_log10	M7vM8_F61__LRT_P_value_bonf	M7vM8_F61__LRT_P_value_bh	M7vM8_F3X4__alternative_model_kappa	M7vM8_F3X4__alternative_model_omega	M7vM8_F3X4__null_model_lnL	M7vM8_F3X4__alternative_model_lnL	M7vM8_F3X4__LRT_statistic	M7vM8_F3X4__LRT_P_value_full	M7vM8_F3X4__LRT_P_value_log10	M7vM8_F3X4__LRT_P_value_bonf	M7vM8_F3X4__LRT_P_value_bh	M1avM2a_F61__alternative_model_kappa	M1avM2a_F61__alternative_model_omega	M1avM2a_F61__null_model_lnL	M1avM2a_F61__alternative_model_lnL	M1avM2a_F61__LRT_statistic	M1avM2a_F61__LRT_P_value_full	M1avM2a_F61__LRT_P_value_log10	M1avM2a_F61__LRT_P_value_bonf	M1avM2a_F61__LRT_P_value_bh	M1avM2a_F3X4__alternative_model_kappa	M1avM2a_F3X4__alternative_model_omega	M1avM2a_F3X4__null_model_lnL	M1avM2a_F3X4__alternative_model_lnL	M1avM2a_F3X4__LRT_statistic	M1avM2a_F3X4__LRT_P_value_full	M1avM2a_F3X4__LRT_P_value_log10	M1avM2a_F3X4__LRT_P_value_bonf	M1avM2a_F3X4__LRT_P_value_bh
ENSG00000100368	ENSG00000186190	ENSG00000186190	ENST00000403662	ENSP00000384053	1439	CSF2RB	colony stimulating factor 2 receptor, beta, low-affinity (granulocyte-macrophage) [Source:HGNC Symbol;Acc:HGNC:2436]	1	4.91417	2.51987	-6569.019678	-6561.590601	14.858154	0.000593735	-3.2264073492	1	0.0025174182	4.93425	2.48252	-6689.714959	-6681.769213	15.891492	0.000354166	-3.4507931335	1	0.0015974902	4.91414	2.51111	-6568.437816	-6561.588361	13.69891	0.001060033	-2.9746806145	1	0.0043676666	4.93421	2.47505	-6688.714991	-6681.768471	13.89304	0.000961977	-3.0168353114	1	0.0041133321
ENSG00000100453	ENSG00000184857	ENSG00000184857	ENST00000216341	ENSP00000216341	3002	GZMB	granzyme B (granzyme 2, cytotoxic T-lymphocyte-associated serine esterase 1) [Source:HGNC Symbol;Acc:HGNC:4709]	5	3.32044	12.2407	-2331.126376	-2304.784501	52.68375	0	-Inf	0	0	3.24656	11.88201	-2367.364425	-2341.942286	50.844278	0	-Inf	0	0	3.32191	12.30193	-2331.118055	-2304.726297	52.783516	0	-Inf	0	0	3.24819	12.24753	-2367.354115	-2341.88937	50.92949	0	-Inf	0	0
ENSG00000100473	ENSG00000161010	ENSG00000161010	ENST00000396618	ENSP00000379862	1690	COCH	cochlin [Source:HGNC Symbol;Acc:HGNC:2180]	1	5.8629	45.13321	-2772.735362	-2752.496784	40.477156	0.000000002	-8.6989700043	0.000022192	1.88868085106383E-08	5.93278	36.37923	-2831.466056	-2813.258765	36.414582	0.000000012	-7.920818754	0.000133152	1.0353965785381E-07	5.87667	45.44738	-2772.119178	-2752.494938	39.24848	0.000000003	-8.5228787453	0.000033288	2.92513181019332E-08	5.69185	20.93072	-2831.197101	-2814.086654	34.220894	0.000000037	-7.4317982759	0.000410552	3.12682406702209E-07
ENSG00000100578	ENSG00000178021	ENSG00000178021	ENST00000354386	ENSP00000346359	9786	KIAA0586	KIAA0586 [Source:HGNC Symbol;Acc:HGNC:19960]	1	5.05757	10.32682	-9107.679415	-9098.353673	18.651484	0.000089101	-4.0501174218	0.988664696	0.0004392113	5.15229	11.98904	-9270.829841	-9262.352288	16.955106	0.000208087	-3.681755051	1	0.0009701401	5.05945	10.42536	-9107.27032	-9098.366086	17.808468	0.000135813	-3.8670586575	1	0.0006603773	5.15592	12.19957	-9270.540987	-9262.380334	16.321306	0.000285676	-3.5441262437	1	0.0013523297
ENSG00000100593	ENSG00000171204	ENSG00000171204	ENST00000342219	ENSP00000341490	145501	ISM2	isthmin 2 [Source:HGNC Symbol;Acc:HGNC:23176]	2	3.3817	5.6842	-3946.88899	-3931.620517	30.536946	0.000000234	-6.6307841426	0.002596464	1.7082E-06	3.64598	5.34916	-4002.638971	-3989.806529	25.664884	0.000002673	-5.5730010412	0.029659608	0.000017036	3.38354	5.8433	-3946.746633	-3931.666846	30.159574	0.000000282	-6.5497508917	0.003129072	2.07773705179283E-06	3.64813	5.58542	-4002.251564	-3989.867434	24.76826	0.000004184	-5.3784083241	0.046425664	2.6882260567458E-05
ENSG00000100721	ENSG00000158481	ENSG00000158481	ENST00000402399	ENSP00000385036	8115	TCL1A	T-cell leukemia/lymphoma 1A [Source:HGNC Symbol;Acc:HGNC:11648]	2	3.59561	4.70402	-804.96607	-797.40052	15.1311	0.000517992	-3.2856769476	1	0.0022200229	3.2916	5.48724	-831.748306	-823.528944	16.438724	0.000269387	-3.5696233662	1	0.0012377301	3.59542	4.70045	-804.897458	-797.398943	14.99703	0.000553906	-3.2565639305	1	0.0024226019	3.29148	5.48249	-831.74085	-823.527478	16.426744	0.000271005	-3.5670226964	1	0.0012856227
ENSG00000100867	ENSG00000012223	ENSG00000012223	ENST00000344777	ENSP00000344674	10202	DHRS2	dehydrogenase/reductase (SDR family) member 2 [Source:HGNC Symbol;Acc:HGNC:18349]	2	7.22125	5.82731	-1808.551952	-1799.782851	17.538202	0.000155463	-3.8083729559	1	0.0007309396	7.0132	12.02855	-1878.00481	-1867.30387	21.40188	0.000022524	-4.6473544813	0.249926304	0.0001243414	7.21144	6.71814	-1808.037951	-1799.698229	16.679444	0.000238839	-3.6218947558	1	0.0011093167	6.99202	10.9228	-1877.499373	-1867.092997	20.812752	0.000030239	-4.519432575	0.335531944	0.0001683487
ENSG00000100918	ENSG00000114113	ENSG00000114113	ENST00000620473	ENSP00000482546	9985	REC8	REC8 meiotic recombination protein [Source:HGNC Symbol;Acc:HGNC:16879]	5	3.7119	7.14155	-3498.891727	-3467.992245	61.798964	0	-Inf	0	0	3.89885	7.06925	-3622.335245	-3594.837763	54.994964	0	-Inf	0	0	3.71085	7.41224	-3498.827917	-3467.96707	61.721694	0	-Inf	0	0	3.89563	6.89769	-3621.237903	-3594.824786	52.826234	0	-Inf	0	0
ENSG00000101203	ENSG00000153002	ENSG00000153002	ENST00000358894	ENSP00000351767	57642	COL20A1	collagen, type XX, alpha 1 [Source:HGNC Symbol;Acc:HGNC:14670]	2	6.65323	5.75383	-9151.334447	-9139.300915	24.067064	0.000005942	-5.2260673525	0.065932432	3.54857007534984E-05	6.58516	6.32636	-9326.339647	-9315.565605	21.548084	0.000020936	-4.6791062904	0.232305856	0.0001165024	6.57661	6.39172	-9149.017396	-9139.2307	19.573392	0.000056194	-4.2503100529	0.623528624	0.0002934252	6.58283	6.98207	-9324.340486	-9315.521498	17.637976	0.000147898	-3.8300376989	1	0.0007329505
ENSG00000101347	ENSG00000178397	ENSG00000178397	ENST00000262878	ENSP00000262878	25939	SAMHD1	SAM domain and HD domain 1 [Source:HGNC Symbol;Acc:HGNC:15925]	3	3.80805	4.52412	-4060.478446	-4044.183368	32.590156	0.000000084	-7.0757207139	0.000932064	0.00000065	3.96604	3.98765	-4083.866017	-4066.11426	35.503514	0.00000002	-7.6989700043	0.00022192	1.6748679245283E-07	3.80017	4.64564	-4060.034917	-4044.184379	31.701076	0.000000131	-6.8827287043	0.001453576	1.00872727272727E-06	3.96603	4.02499	-4082.718905	-4066.118129	33.201552	0.000000062	-7.2076083105	0.000687952	5.08464153732446E-07
ENSG00000101751	ENSG00000171053	ENSG00000171053	ENST00000579534	ENSP00000462664	11201	POLI	polymerase (DNA directed) iota [Source:HGNC Symbol;Acc:HGNC:9182]	1	4.86696	16.49885	-4302.348922	-4296.049589	12.598666	0.00183753	-2.7357655618	1	0.0070331952	5.28063	16.91131	-4344.907309	-4338.706491	12.401636	0.002027771	-2.6929810923	1	0.0079086633	5.69721	19.85618	-4302.327538	-4296.779304	11.096468	0.003894329	-2.4095673613	1	0.0142424109	5.302	17.52111	-4344.745924	-4338.592535	12.306778	0.002126264	-2.6723828138	1	0.0085327397
ENSG00000101888	ENSG00000180475	ENSG00000180475	ENST00000218004	ENSP00000218004	55916	NXT2	nuclear transport factor 2-like export factor 2 [Source:HGNC Symbol;Acc:HGNC:18151]	4	3.96185	5.97763	-1209.020305	-1191.523382	34.993846	0.000000025	-7.6020599913	0.0002774	2.0639880952381E-07	3.60807	5.94458	-1243.929527	-1228.849648	30.159758	0.000000282	-6.5497508917	0.003129072	0.00000206	3.96185	5.97763	-1206.042617	-1191.523383	29.038468	0.000000495	-6.3053948011	0.00549252	3.53444015444015E-06	3.60807	5.94458	-1243.667117	-1228.84965	29.634934	0.000000367	-6.4353339357	0.004072232	2.73120858484239E-06
ENSG00000101916	ENSG00000116478	ENSG00000116478	ENST00000311912	ENSP00000312082	51311	TLR8	toll-like receptor 8 [Source:HGNC Symbol;Acc:HGNC:15632]	1	2.53925	8.75023	-6014.247109	-6003.14867	22.196878	0.000015136	-4.8199888809	0.167949056	8.50805754812563E-05	2.80296	7.76254	-6072.994654	-6062.965061	20.059186	0.000044076	-4.3557978256	0.489067296	0.00023091	2.51755	8.38245	-6014.210273	-6003.114927	22.190692	0.000015183	-4.818642408	0.168470568	8.75626652806653E-05	2.80493	8.17666	-6072.821034	-6062.931963	19.778142	0.000050726	-4.2947693826	0.562855696	0.0002724374
ENSG00000102021	ENSG00000188257	ENSG00000188257	ENST00000371920	ENSP00000360988	51213	LUZP4	leucine zipper protein 4 [Source:HGNC Symbol;Acc:HGNC:24971]	4	3.85833	9.91262	-1522.13124	-1508.559425	27.14363	0.000001276	-5.8941493256	0.014158496	8.43269565217391E-06	4.19693	10.00467	-1549.417455	-1536.71268	25.40955	0.000003037	-5.5175552081	0.033698552	1.92014541310541E-05	3.85834	9.91263	-1522.018356	-1508.559423	26.917866	0.000001428	-5.8452717926	0.015845088	9.62057559198543E-06	4.19693	10.00468	-1549.213874	-1536.712679	25.00239	0.000003722	-5.4292236312	0.041299312	2.40531811298777E-05
ENSG00000102387	ENSG00000263639	ENSG00000263639	ENST00000372907	ENSP00000361998	54457	TAF7L	TAF7-like RNA polymerase II, TATA box binding protein (TBP)-associated factor, 50kDa [Source:HGNC Symbol;Acc:HGNC:11548]	1	3.12147	5.58086	-2953.76254	-2943.783644	19.957792	0.000046368	-4.3337816362	0.514499328	0.0002388576	3.26304	5.27074	-3016.341157	-3006.797066	19.088182	0.000071623	-4.1449474921	0.794728808	0.0003635539	3.12143	5.57738	-2953.758349	-2943.782128	19.952442	0.000046492	-4.3326217709	0.515875232	0.0002459314	3.26299	5.26763	-3016.341093	-3006.795489	19.091208	0.000071515	-4.145602857	0.79353044	0.0003748372
ENSG00000102445	ENSG00000140093	ENSG00000140093	ENST00000429979	ENSP00000396935	80183	KIAA0226L	KIAA0226-like [Source:HGNC Symbol;Acc:HGNC:20420]	1	4.59015	16.17344	-4282.542106	-4272.961089	19.162034	0.000069027	-4.1609810012	0.765923592	0.0003473576	4.54505	18.25525	-4356.941177	-4347.480282	18.92179	0.000077837	-4.108813911	0.863679352	0.000392225	4.61664	16.32499	-4282.504513	-4272.940317	19.128392	0.000070198	-4.1536752611	0.778917008	0.0003597769	4.56932	18.39969	-4356.921226	-4347.451576	18.9393	0.000077158	-4.1126190382	0.856145168	0.0004030815
ENSG00000102837	ENSG00000205359	ENSG00000205359	ENST00000219022	ENSP00000219022	10562	OLFM4	olfactomedin 4 [Source:HGNC Symbol;Acc:HGNC:17190]	1	3.66835	24.38405	-3218.733306	-3211.878096	13.71042	0.00105395	-2.9771799918	1	0.0042371845	3.63376	35.50762	-3277.97677	-3271.494585	12.96437	0.001530463	-2.8151771653	1	0.0061130372	3.6692	25.68032	-3218.478754	-3211.856987	13.243534	0.001331077	-2.8757968208	1	0.005364922	3.62728	36.45622	-3277.673484	-3271.440108	12.466752	0.001962814	-2.707120853	1	0.0079255401
ENSG00000102893	ENSG00000118094	ENSG00000118094	ENST00000323584	ENSP00000313504	5257	PHKB	phosphorylase kinase, beta [Source:HGNC Symbol;Acc:HGNC:8927]	1	3.14471	47.28613	-5631.425852	-5615.192178	32.467348	0.000000089	-7.0506099934	0.000987544	6.86271021542738E-07	3.6125	13.28139	-5719.387361	-5702.54955	33.675622	0.000000049	-7.30980392	0.000543704	3.94274111675127E-07	3.16831	47.59912	-5630.888117	-5615.143284	31.489666	0.000000145	-6.8386319978	0.00160892	1.10807162534435E-06	3.61224	13.24517	-5718.991827	-5702.533963	32.915728	0.000000071	-7.1487416513	0.000787816	5.7970272259014E-07
ENSG00000102901	ENSG00000152705	ENSG00000152705	ENST00000562787	ENSP00000457810	80152	CENPT	centromere protein T [Source:HGNC Symbol;Acc:HGNC:25787]	1	5.84073	4.81543	-3796.3106	-3785.56677	21.48766	0.000021578	-4.6659888112	0.239429488	0.0001181201	5.98223	4.06993	-3866.654755	-3858.256114	16.797282	0.000225173	-3.647483686	1	0.0010440951	5.84717	4.77524	-3796.17333	-3785.56514	21.21638	0.000024713	-4.6070745308	0.274215448	0.0001371077	5.98245	4.1979	-3866.639116	-3858.248755	16.780722	0.000227045	-3.6438880577	1	0.0010896589
ENSG00000102977	ENSG00000197471	ENSG00000197471	ENST00000620338	ENSP00000483117	65057	ACD	adrenocortical dysplasia homolog (mouse) [Source:HGNC Symbol;Acc:HGNC:25070]	1	3.69345	14.17627	-3566.867049	-3561.86497	10.004158	0.006723953	-2.1723753309	1	0.0228022563	3.73106	12.56863	-3626.56003	-3621.638952	9.842156	0.007291267	-2.137196998	1	0.0252509047	3.69638	14.42418	-3566.852138	-3561.95717	9.789936	0.007484149	-2.1258575748	1	0.0255992963	3.73362	12.76421	-3626.529511	-3621.68669	9.685642	0.00788478	-2.1032104198	1	0.027951923
ENSG00000103168	ENSG00000149516	ENSG00000149516	ENST00000567759	ENSP00000455265	9013	TAF1C	TATA box binding protein (TBP)-associated factor, RNA polymerase I, C, 110kDa [Source:HGNC Symbol;Acc:HGNC:11534]	1	5.82514	8.70346	-6003.536323	-5996.014583	15.04348	0.00054119	-3.2666502368	1	0.0023114104	5.81496	8.62901	-6123.282551	-6116.083362	14.398378	0.000747192	-3.1265677866	1	0.0031692823	5.82516	9.00831	-6003.379033	-5996.024529	14.709008	0.000639705	-3.1940202548	1	0.0027683957	5.81564	8.90973	-6123.098469	-6116.141646	13.913646	0.000952117	-3.0213096805	1	0.0040743117
ENSG00000103494	ENSG00000099812	ENSG00000099812	ENST00000379925	ENSP00000369257	23322	RPGRIP1L	RPGRIP1-like [Source:HGNC Symbol;Acc:HGNC:29168]	1	6.33761	12.40595	-7040.841302	-7028.451071	24.780462	0.000004159	-5.3810110796	0.046148264	2.53840836083608E-05	6.36106	13.40568	-7115.834342	-7105.349819	20.969046	0.000027966	-4.5533696467	0.310310736	0.0001519641	6.345	13.04035	-7040.322831	-7028.344987	23.955688	0.000006282	-5.2019020679	0.069705072	3.82994901098901E-05	6.3766	13.93428	-7115.248488	-7105.319757	19.857462	0.000048754	-4.311989747	0.540974384	0.0002631198
ENSG00000104689	ENSG00000205081	ENSG00000205081	ENST00000221132	ENSP00000221132	8797	TNFRSF10A	tumor necrosis factor receptor superfamily, member 10a [Source:HGNC Symbol;Acc:HGNC:11904]	4	3.38559	3.37837	-4081.623309	-4065.008079	33.23046	0.000000061	-7.214670165	0.000676856	4.81063255152807E-07	3.24215	3.28796	-4112.062684	-4095.724282	32.676804	0.00000008	-7.096910013	0.00088768	6.23370786516854E-07	3.38857	3.50677	-4081.467862	-4064.99836	32.939004	0.00000007	-7.15490196	0.00077672	0.000000558	3.24268	3.37945	-4111.898693	-4095.720952	32.355482	0.000000094	-7.0268721464	0.001043024	7.56362581580856E-07
ENSG00000105053	ENSG00000116815	ENSG00000116815	ENST00000599538	ENSP00000469880	51231	VRK3	vaccinia related kinase 3 [Source:HGNC Symbol;Acc:HGNC:18996]	1	8.07818	5.13264	-2844.465437	-2836.503733	15.923408	0.000348559	-3.457723699	1	0.0015458076	8.24463	4.39144	-2905.861372	-2899.161988	13.398768	0.00123167	-2.9095056366	1	0.0050115916	8.07845	5.40102	-2843.926537	-2836.485646	14.881782	0.000586762	-3.2315380198	1	0.0025572314	8.24794	4.91454	-2905.387161	-2899.132795	12.508732	0.001922044	-2.7162366746	1	0.0077778994
ENSG00000105339	ENSG00000203933	ENSG00000203933	ENST00000262585	ENSP00000262585	22898	DENND3	DENN/MADD domain containing 3 [Source:HGNC Symbol;Acc:HGNC:29134]	1	4.59036	7.38175	-8444.303128	-8436.045147	16.515962	0.000259182	-3.5863951632	1	0.0011771934	4.63898	6.88901	-8550.908974	-8542.187907	17.442134	0.000163113	-3.7875114246	1	0.0007747868	4.60383	7.94857	-8443.186266	-8436.198291	13.97595	0.000922914	-3.034838766	1	0.0038542167	4.64678	7.53879	-8549.757618	-8542.328379	14.858478	0.000593639	-3.2264775752	1	0.0026603467
ENSG00000105374	ENSG00000180871	ENSG00000180871	ENST00000221978	ENSP00000221978	4818	NKG7	natural killer cell granule protein 7 [Source:HGNC Symbol;Acc:HGNC:7830]	2	3.23379	7.86973	-1299.533781	-1286.894147	25.279268	0.000003241	-5.489320969	0.035962136	2.00905787709497E-05	2.88409	7.96191	-1327.887457	-1315.2513	25.272314	0.000003252	-5.4878494631	0.036084192	2.05023818181818E-05	3.23552	7.98033	-1299.293474	-1286.914598	24.757752	0.000004207	-5.376027488	0.046680872	2.63584822134387E-05	2.88606	8.03421	-1327.619841	-1315.281228	24.677226	0.000004379	-5.3586250548	0.048589384	2.80539168591224E-05
ENSG00000105383	ENSG00000164825	ENSG00000164825	ENST00000262262	ENSP00000262262	945	CD33	CD33 molecule [Source:HGNC Symbol;Acc:HGNC:1659]	1	3.87663	11.22591	-2735.623615	-2727.775002	15.697226	0.000390293	-3.4086092378	1	0.0017110593	4.01226	10.74285	-2793.347623	-2784.603495	17.488256	0.000159395	-3.7975253059	1	0.0007584249	3.87636	11.29715	-2735.591913	-2727.735335	15.713156	0.000387197	-3.4120680163	1	0.0017358941	4.01173	10.8796	-2793.341527	-2784.578129	17.526796	0.000156352	-3.805896559	1	0.0007717446
ENSG00000105492	ENSG00000102893	ENSG00000102893	ENST00000425629	ENSP00000401502	946	SIGLEC6	sialic acid binding Ig-like lectin 6 [Source:HGNC Symbol;Acc:HGNC:10875]	5	5.56	21.38031	-3138.214889	-3101.786132	72.857514	0	-Inf	0	0	5.37794	21.83833	-3213.983741	-3176.517166	74.93315	0	-Inf	0	0	5.65888	23.7494	-3138.204109	-3100.919125	74.569968	0	-Inf	0	0	5.3653	21.4221	-3213.982539	-3176.487674	74.98973	0	-Inf	0	0
ENSG00000105612	ENSG00000081237	ENSG00000081237	ENST00000222219	ENSP00000222219	1777	DNASE2	deoxyribonuclease II, lysosomal [Source:HGNC Symbol;Acc:HGNC:2960]	2	3.67274	8.14107	-2130.486528	-2122.562613	15.84783	0.000361982	-3.4413130248	1	0.00160022	3.62518	8.18062	-2180.945072	-2172.83601	16.218124	0.000300801	-3.5217207243	1	0.0013735341	3.67789	8.43225	-2130.336812	-2122.621418	15.430788	0.00044591	-3.350752788	1	0.0019799189	3.62728	8.50632	-2180.895844	-2172.882249	16.02719	0.000330933	-3.4802599237	1	0.0015520002
ENSG00000105939	ENSG00000213231	ENSG00000213231	ENST00000242351	ENSP00000242351	56829	ZC3HAV1	zinc finger CCCH-type, antiviral 1 [Source:HGNC Symbol;Acc:HGNC:23721]	3	3.17693	3.53503	-7366.610697	-7346.209056	40.803282	0.000000001	-9	0.000011096	9.68237347294939E-09	3.23522	3.60661	-7440.1973	-7420.778556	38.837488	0.000000004	-8.3979400087	0.000044384	3.65E-08	3.17675	3.50046	-7362.638153	-7346.208428	32.85945	0.000000073	-7.1366771399	0.000810008	5.80234957020057E-07	3.234	3.41833	-7440.196895	-7420.758366	38.877058	0.000000004	-8.3979400087	0.000044384	3.85277777777778E-08
ENSG00000106066	ENSG00000146587	ENSG00000146587	ENST00000409850	ENSP00000387164	54504	CPVL	carboxypeptidase, vitellogenic-like [Source:HGNC Symbol;Acc:HGNC:14399]	1	4.35699	6.96549	-3087.206031	-3079.996126	14.41981	0.000739227	-3.131222179	1	0.0030743864	4.20709	6.7143	-3136.426811	-3129.534516	13.78459	0.00101558	-2.9932858604	1	0.0042001028	4.36707	7.2269	-3087.181371	-3079.977444	14.407854	0.00074366	-3.1286255777	1	0.0031651904	4.20918	7.0544	-3136.412643	-3129.512483	13.80032	0.001007624	-2.9967014968	1	0.0042945099
ENSG00000106603	ENSG00000154548	ENSG00000154548	ENST00000395879	ENSP00000379218	55744	COA1	cytochrome c oxidase assembly factor 1 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:21868]	4	2.60907	7.7398	-1217.407578	-1205.428203	23.95875	0.000006272	-5.2025939503	0.069594112	3.72958799571276E-05	3.1322	9.42727	-1229.406705	-1216.431548	25.950314	0.000002317	-5.6350739662	0.025709432	1.49647450523865E-05	2.60906	7.73404	-1217.363207	-1205.425698	23.875018	0.00000654	-5.1844222517	0.07256784	3.97632E-05	3.13207	9.41995	-1229.3887	-1216.429517	25.918366	0.000002354	-5.6281935415	0.026119984	1.56407089820359E-05
ENSG00000106804	ENSG00000112996	ENSG00000112996	ENST00000223642	ENSP00000223642	727	C5	complement component 5 [Source:HGNC Symbol;Acc:HGNC:1331]	1	3.75225	5.48251	-9802.425858	-9791.289075	22.273566	0.000014567	-4.8366298798	0.161635432	8.2299099796334E-05	3.84236	5.21952	-9876.607224	-9866.261984	20.69048	0.000032145	-4.4928865699	0.35668092	0.0001725866	3.7531	5.66677	-9802.00791	-9791.305821	21.404178	0.000022498	-4.6478560876	0.249637808	0.0001254461	3.84301	5.38561	-9876.002564	-9866.280556	19.444016	0.00005995	-4.2222108126	0.6652052	0.0003191964
ENSG00000108622	ENSG00000197309	ENSG00000197309	ENST00000412356	ENSP00000415283	3384	ICAM2	intercellular adhesion molecule 2 [Source:HGNC Symbol;Acc:HGNC:5345]	1	5.87858	8.52385	-2075.808678	-2071.247656	9.122044	0.010451372	-1.980826694	1	0.0337274552	5.34782	6.99514	-2125.657789	-2121.346736	8.622106	0.013419412	-1.8722665133	1	0.0440277338	5.89445	8.90855	-2075.779516	-2071.2087	9.141632	0.010349511	-1.9850801695	1	0.0343826868	5.42869	7.48467	-2125.632389	-2121.281379	8.70202	0.012893783	-1.8896196432	1	0.0436617137
ENSG00000109072	ENSG00000173988	ENSG00000173988	ENST00000226218	ENSP00000226218	7448	VTN	vitronectin [Source:HGNC Symbol;Acc:HGNC:12724]	1	4.51382	2.9338	-3199.228684	-3189.454851	19.547666	0.000056922	-4.244719849	0.631606512	0.0002898607	4.51545	2.66806	-3247.875116	-3237.884548	19.981136	0.00004583	-4.3388501428	0.50852968	0.0002395335	4.51375	2.93002	-3198.899736	-3189.452976	18.89352	0.000078945	-4.1026753709	0.87597372	0.0004001707	4.51537	2.66406	-3247.583225	-3237.88215	19.40215	0.000061218	-4.213120863	0.679274928	0.0003251675
ENSG00000110074	ENSG00000173193	ENSG00000173193	ENST00000263578	ENSP00000263578	55572	FOXRED1	FAD-dependent oxidoreductase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26927]	1	3.09342	4.58811	-3032.270149	-3025.569481	13.401336	0.00123009	-2.9100631121	1	0.0048764125	3.09168	5.14704	-3068.719859	-3061.401557	14.636604	0.000663288	-3.1782978598	1	0.0028443233	3.11041	6.91037	-3031.873642	-3025.277717	13.19185	0.001365923	-2.8645737821	1	0.0054894175	3.09842	5.99193	-3068.37042	-3061.294583	14.151674	0.000845285	-3.0729968377	1	0.0036580664
ENSG00000110448	ENSG00000172139	ENSG00000172139	ENST00000347785	ENSP00000342681	921	CD5	CD5 molecule [Source:HGNC Symbol;Acc:HGNC:1685]	2	4.44673	7.5551	-3529.572035	-3521.886482	15.371106	0.000459417	-3.3377929385	1	0.0019870186	4.06595	7.81874	-3618.826523	-3609.24797	19.157106	0.000069197	-4.1599127337	0.767809912	0.0003518836	4.4495	7.8629	-3529.518594	-3521.898713	15.239762	0.0004906	-3.3092724561	1	0.0021627722	4.06697	8.0912	-3618.50473	-3609.273789	18.461882	0.000097961	-4.0089467902	1	0.0005028202
ENSG00000111729	ENSG00000174173	ENSG00000174173	ENST00000229332	ENSP00000229332	50856	CLEC4A	C-type lectin domain family 4, member A [Source:HGNC Symbol;Acc:HGNC:13257]	3	3.46137	14.69008	-1653.121573	-1636.862001	32.519144	0.000000087	-7.0604807474	0.000965352	6.71782881002088E-07	3.44968	11.92012	-1678.162555	-1664.395349	27.534412	0.000001049	-5.9792245118	0.011639704	7.09738048780488E-06	3.46511	14.73007	-1653.115335	-1636.86174	32.50719	0.000000087	-7.0604807474	0.000965352	6.85132718239886E-07	3.42289	11.54218	-1678.159836	-1664.368696	27.58228	0.000001025	-5.9892761346	0.0113734	7.14409547738693E-06
ENSG00000112077	ENSG00000174059	ENSG00000174059	ENST00000371175	ENSP00000360217	6005	RHAG	Rh-associated glycoprotein [Source:HGNC Symbol;Acc:HGNC:10006]	2	4.24592	6.02156	-2903.937763	-2890.239422	27.396682	0.000001124	-5.9492336888	0.012471904	7.45927272727273E-06	3.9496	5.82449	-2964.081158	-2951.412913	25.33649	0.00000315	-5.5016894462	0.0349524	1.98932270916335E-05	4.24595	6.01344	-2903.615544	-2890.23741	26.756268	0.000001549	-5.8099485822	0.017187704	1.03727845503923E-05	3.94965	5.81533	-2963.782131	-2951.412639	24.738984	0.000004246	-5.3720200102	0.047113616	2.72490549450549E-05
ENSG00000112787	ENSG00000184361	ENSG00000184361	ENST00000434748	ENSP00000396160	57666	FBRSL1	fibrosin-like 1 [Source:HGNC Symbol;Acc:HGNC:29308]	3	4.09211	6.47767	-5286.126475	-5275.055617	22.141716	0.000015559	-4.8080183192	0.172642664	8.72814277047523E-05	4.38483	6.68361	-5417.06074	-5405.874522	22.372436	0.000013864	-4.8581114503	0.153834944	7.92963628865979E-05	4.10118	6.67115	-5284.895088	-5275.187065	19.416046	0.000060794	-4.2161392809	0.674570224	0.0003150725	4.39109	6.90477	-5415.897789	-5406.006873	19.781832	0.000050633	-4.2955663399	0.561823768	0.0002720696
ENSG00000112996	ENSG00000161551	ENSG00000161551	ENST00000507110	ENSP00000424328	10884	MRPS30	mitochondrial ribosomal protein S30 [Source:HGNC Symbol;Acc:HGNC:8769]	1	4.37072	3.11251	-2597.509582	-2591.190818	12.637528	0.00180217	-2.7442042441	1	0.0069049994	4.32624	3.14465	-2638.400189	-2632.333634	12.13311	0.002319149	-2.634671348	1	0.0089475929	4.37059	3.10881	-2597.456364	-2591.190423	12.531882	0.001899925	-2.7212635426	1	0.0074257019	4.32999	3.29735	-2638.333738	-2632.331952	12.003572	0.002474329	-2.6065425548	1	0.0097879339
ENSG00000113088	ENSG00000104689	ENSG00000104689	ENST00000231009	ENSP00000231009	3003	GZMK	granzyme K (granzyme 3; tryptase II) [Source:HGNC Symbol;Acc:HGNC:4711]	1	2.91826	2.6173	-1694.434281	-1685.238847	18.390868	0.000101502	-3.9935254003	1	0.0004957158	2.99756	2.68795	-1730.828428	-1720.769506	20.117844	0.000042802	-4.3685359373	0.474930992	0.0002247662	2.91826	2.6173	-1691.919144	-1685.238847	13.360594	0.001255405	-2.901216146	1	0.0050932263	2.99756	2.68795	-1727.819049	-1720.769506	14.099086	0.000867805	-3.0615778519	1	0.0037525971
